Name,pos_m0_1,pos_m0_2,pos_m0_3,pos_m0_4,pos_m0_5,pos_m0_6,pos_m100_1,pos_m100_2,pos_m100_3,pos_m100_4,pos_m100_5,pos_m100_6,pos_m200_1,pos_m200_2,pos_m200_3,pos_m200_4,pos_m200_5,pos_m200_6,pos_m300_1,pos_m300_2,pos_m300_3,pos_m300_4,pos_m300_5,pos_m300_6,pos_m500_1,pos_m500_2,pos_m500_3,pos_m500_4,pos_m500_5,pos_m500_6,pos_m700_1,pos_m700_2,pos_m700_3,pos_m700_4,pos_m700_5,pos_m700_6,TARGET
"gamma,gamma-Dimethylallyl pyrophosphate",3587.707735,30258.35039,27739.78677,118059.9805,25868.14682,23474.04798,28152.44611,25883.18284,59000.45992,42020.10522,21195.64669,51464.46474,22210.06856,74540.95937,94491.61057,76000.12253,77063.80621,23570.87339,49413.35594,78993.12428,30760.78555,22044.76692,34083.92783,30225.45819,135532.3483,173214.8924,50882.11345,132745.303,170523.1122,120755.0823,112283.674,52819.02925,38059.43279,47300.38138,59804.95901,51239.64557,0
9-HpOTrE,2948192497,2309031961,2485369545,2131987351,3292349324,2310088483,4185053086,4822752270,3854747518,4215521474,4439651195,5425869795,4231618918,4175941422,4476612134,5921736188,5018613172,5086996926,3905760073,3863884654,4025466772,3616550785,3946203646,4597650758,5968007049,3784072777,4219868032,4652549121,5531809706,5052447597,1830262212,1640362319,1645309396,1816074906,1583751584,1958581348,1
MGMG (18:2),668937810.9,809287745.9,712393220.5,881523851.1,818505818.2,612161949,1371401180,1398521108,1654938503,1464273661,1615222856,1478095761,1790003392,1608011021,1768791483,1667497751,1503279263,1320437461,2047682656,1795526648,2004457022,2662959949,2027976449,2329190394,2331947015,2449449438,2152835410,3029784178,2287971123,2156454136,571934351.8,624728064.4,678340199.5,699664438.9,632565482.5,848068863.3,1
Lupulin A,275379749.7,234827381.8,261678957.6,392041084.8,359938987,200229943.8,649578219.2,485700127.6,585220594,739147979.4,476646292.2,459288804.9,758608743.3,832554137.3,802054559,634939436.6,791916765.1,638535761.3,763134720.5,744669556.3,864456760,946180563.3,733314026.3,611343764.2,2043437014,2541690500,2126443001,1771748213,1777017460,1830971741,923225405.5,636827036.2,517570243,697102229.6,342557194.8,680384831.7,0
"2,4-Dihydroxybenzoic acid",535240501.1,624872038,454636989.7,534738042.6,610489209.6,473266042.5,637821509,608321760.7,460752821.1,675729856.9,618101601.8,613503889.8,375563911.2,709982138.8,770885917,722692939.2,804673013.7,852328289,587720517.4,665315377.9,747703891.5,697066431.9,548723256.4,613269713.4,431892077.5,590907571.7,643847717.6,497198434.6,663351775.2,543551061.4,799971710.2,592417608.2,648099170.3,570553272.4,539647094.6,595955828.8,0
Tricin 4'-O-(beta-guaiacylglyceryl) ether 5-O-hexoside,786238478.2,870321124.5,766482084.3,858625140.2,893431748.3,702299258.1,614861900.5,484109100.6,410254130.3,488881324.4,447223005.5,566802637.8,404599691,367841711.9,425232000.8,353765811,335558529.9,369924236,478112914.1,461515357.6,544605394.8,462632903.1,497978369.6,446334979.4,421672387.8,447366846.9,432696626.8,423022792,437838357.2,372366518.8,574315397.2,613154528.1,589085738,512631673.4,550601394.8,616245469,1
N-Caffeoyl putrescine,232865150.4,64678528.67,159031975.9,218215306.7,159563148.5,231171926,315664815.1,232049729.2,316732887.9,261937471.7,248972433.2,315877118.4,178624813.7,155825299.8,174292445.2,163762070.1,155875380.2,206118630.6,194052861.6,136258914.5,187621646.8,236503990.5,206442662,122555105.8,730460857.6,304479627.5,443028971.4,770209124,403150599.7,332853677.9,260536264.8,264520909.4,218830185.6,256736500,210426225.9,156970366.4,0
Ouabain,139063157.9,61265138.76,108068621.9,80826340.89,159873265.3,112337647.5,188103995.4,214185787.3,152558400.3,227102668.2,193386082.7,226297762.2,143509381.2,147991235.9,153545877.6,154344835.1,179446996.2,165483885.1,152403069,196987901.4,180461438.2,136951351.1,176716358.1,201650239,636856126.4,516290980.6,477865518.1,432239138.8,379972919,537521143.5,411346522.6,362177723.5,240578564.9,338130502.8,254725366.6,419569978.9,0
Tricin 4'-O-(beta-guaiacylglyceryl) ether,536180088.2,427086901,370245205.6,315621504.2,487079769.4,479596060.3,185027384.8,159323875.2,161459581.3,188969476.1,237048710.4,262315577.4,367461786.9,417591494.5,433573996.4,439300067.9,433798100.6,475046883.6,238316451.4,309124045.6,312445544.7,300309066.9,373391603.7,367033404.5,308858714.3,197947375,251445425.5,265083876.5,309088212,241042719.1,380422665.2,313793265.1,319915603,345632013.6,309782979.7,433322103.8,1
LPC 18:3,267181150.8,213918006.5,191137649.8,265432081,248813517,196678228.8,248177802,255897218.8,275064678.8,231958410.5,252359125,193783885.1,265418160,282190153.2,308779733.9,443272668.2,271897981.8,269473912.6,182931944.2,193605808.1,253516774.9,265617955.1,216474346.9,234832390.3,148569606.2,220770938.1,172251338.9,266720258.3,117938785.9,162222697.4,20933077.37,37575856.2,51163445.21,40630812.69,41330367.25,83185066.09,0
Chlorogenic acid methyl ester,156579968.1,258257258.2,216691187.2,257879418.7,190466675.9,129098409.7,279089725.5,212642782.2,193242020.1,239912428.3,164248140.6,200162584.2,261216672,221396763.1,193105109.2,208144427.3,229666211.2,310324300.6,383469570.9,355166635.1,375980812.6,309581407.9,282823298.5,263944523.5,340204733.2,478779964.1,435795819.8,255637889.9,404968893.7,385339378.7,426437660.9,515006989.3,515848913.3,487913284.4,515043335,436900723.7,0
C-hexosyl-luteolin O-feruloylhexoside,83019411.8,79639446.08,71134868.32,76016412.35,86861252.9,75742676.05,339839143.2,321874650.3,256505165.7,263346990.7,233091607.9,316231589,97738789.84,92111287.29,110905936,100366426.6,96765925.56,98682347.52,29110358.31,29157688.51,19503962.48,29456583.96,20349703.69,19092438.67,29823183.81,44297187.65,52341771.41,41439078.86,44642222.45,52291942.5,56547130.73,64251384.58,61448102.15,56168741.35,55037483.79,66810391.67,1
Xanthurenic acid O-hexoside,176526915.8,147107384.5,164060968.5,198024178.3,255970144.1,152214121.3,213487054.3,187790388.7,201601562.5,189125348.3,282626967.6,155242303,131554740.3,113916531.7,124699957.3,114768004.2,104861978,92828622.52,238115383.4,233473010.7,260365102,274217789.2,274444540,271909949,134239377.8,165008999.6,122945844.8,131889774.3,144679983.7,140151124.8,129416173,120364376.9,172967122.1,90132187.51,102306292.7,130820537.5,0
LPC 18:2,268159256.9,187898422.8,169452645.9,209443900.4,299691054.1,232333359,190061339.9,216705157.4,261068787.5,196021264.7,252907976.8,205241752.7,242105901.3,254727624.6,271713765.2,265654678.3,231769704.2,210793737,160881177.8,210610590.4,183059427.3,244102822.6,270170988.2,277138016.5,196907519.2,135419129.8,138656829.8,219696138.8,174312343.9,185137567.4,80696347.03,103608044.7,116453702.2,106820009.9,109223673.5,180590441,0
Tricin 4'-O-(syringyl alcohol) ether O-hexoside,203814034.5,224019641.1,170756699.7,200735361.3,254818735.7,195361262.8,127857677.2,114114472.6,109059806.9,26175561.79,116384666.8,117826992.2,121237677.2,115739337.7,113264502.2,117716450.8,103862293.1,98423057.49,184598438.8,185807114.4,191711346,184517182,187699993.6,185365544.7,111130001.9,96812597.74,112617601,106524574.3,122236914.1,104527731.3,193789635.8,170039616.2,165043664.7,174824612.9,156298425.2,183710145,1
N-p-Coumaroyl putrescine,87423841.65,41308292.96,115806897,65171358.21,78497764.25,112147146.8,165325577.3,123962432.7,201348632.8,171586354.4,137525992.3,209033829.3,64393684.76,78382813.31,83903224.63,68149649.91,118840772.1,88236417.01,62559126.39,51434325.57,57496659.72,50545351.49,57691037.11,37088895.94,108496560.6,127435881.6,106604540.3,139374280.8,100200998.9,112943043.4,114775762.1,140312714.1,111038297.6,144362551.3,136998727.5,126392358.4,1
C-pentosyl-luteolin-C-hexoside,129918004,161793331.9,141036202.3,171198746,161147309.9,100961527.5,143573267.8,146849870.6,119267254.6,141454345.9,126419342.4,126186111.6,197960559.8,159473139.1,182851091.5,165060732.9,165083499.8,200372486.2,146270914.4,188676357.6,180350523.6,157180813,182619990.3,152117177.9,131870337.9,141628979.5,148029490.9,126788760.9,132907317.8,131385310.9,244327796.1,248978079.9,341759507.2,214998918.5,285385346.4,296098266.6,0
Tricin 5-O-hexoside derivative,41437011.42,52840170.39,61410057.29,53477777.86,45330382.39,55481158.38,115981826.7,147444994.1,139106894.7,175292535.7,186874893.7,165737795.5,27020851.13,42754586.04,34685861.63,30834275.01,26873541.18,24356801.9,134506286,139996898,123146590.3,157196255.9,155486864.3,130798554.3,75171327.05,74411051.09,63258193.82,57696344.68,37270601.54,57049560.85,114684014.4,64818044.18,56519377.5,58818084.91,36412676.27,71494836.78,1
Aflatoxin G1,101576221.1,121856742.6,95605562.34,112582840.8,137197288.2,107963244.5,205349970.7,191113666.9,177655999.1,157198214.7,180619257.4,200741652.7,159390963.9,162948492.2,175655570.9,167932277.4,185839238.1,145695576.8,134350861.3,147498033.1,125410637.8,168063404.8,141189038,160480507.9,108858211.2,124382054.9,116661091.5,120674401.8,125158198,130369052,153217424.1,145985297.8,158075826.1,167983856.2,160339359.9,166072829,1
C-hexosyl-apigenin O-feruloylhexoside,207961773.6,181563149.7,163450157.2,169681774.9,228050923.7,143406273.8,108201426.2,101627946.5,96048078.5,98330604.28,96471476.68,89685601.69,112846588.8,127003522.6,112524424.7,108456952.8,112808191.8,110513474,140621475.8,137875492.4,153147509.7,159647241.8,185286386.5,137720156,123669973.8,126118873.5,163059996,134025630.5,133162749.6,110662364.2,159578935.3,137651959.8,149711808.7,126243722.1,10423379.07,160036799.3,1
"9-Hydroxy-(10E,12Z,15Z)-Octadecatrienoic Acid",79423447.47,81241039.41,58052175.9,44413812.95,73691563.05,55871343.13,101824790.7,100989785.8,86062104.06,74993583.13,83556992.79,137386148.5,91282815.68,97409871.98,96104276.72,136866143.3,124505190.8,123303332,93638166.02,113817566.5,86502259.03,91908521.17,134319536.9,120454572.4,224844054.4,132029143.3,154465109.4,126175727.9,226187228.2,181133933.9,68996108.42,68363889.94,74805739.04,75985362.49,70246229.84,68862699.54,0
Tricin 4'-O-(syringyl alcohol) ether,105234889.5,102889028.6,73604854.78,78098395.14,94097100.06,88124090.37,54323138.18,53254741.63,60836935.59,55147004.3,64764403.54,67536936.55,119994408.3,133235355.6,138389701.4,127715000.3,134451010.3,121519855.7,79426709.54,85855526.19,83930459.23,92892407.38,112495993.7,109325430.4,63031620.01,48086309.35,64218846.34,56208617.56,70857870.12,53186679.78,94273471.81,87552447.67,92701369.11,104309749,87410435.31,118572083.3,1
Quercetin 3-O-sophoroside,73426814.45,36599351.65,41904314.83,60815558.99,58833010.56,47721670.95,105914177.3,104692200,108371193.5,152099302.3,102667549.9,94112396.44,56490723.71,62926868.28,60674007.23,43184017.84,47043625.87,57092070.93,32767146.51,32327878.63,56173284.44,42302971.69,33318754.19,36891480.62,23100804.72,25240390.05,25585692.77,28408030.37,24597628.97,24907637.39,23319597.34,20982176.06,22647254.19,20344724.24,20223159.32,27151391.87,1
N-p-Coumaroylagmatine,37631683.71,22357284.58,45585731.63,31377756.65,32298335.39,54822332.43,18899076.32,21927295.03,21842518.87,22753819.66,19462883.79,26421896.28,75577042.8,51188726.33,68852201.26,61872273.19,64284466.97,76730286.38,75991942.96,40592511.1,79395733.84,34228280.52,42373652.63,38647963.72,148399533,107687442.5,152229470.7,149835122.2,98963426.17,111998114.7,46222309.75,44413235.98,53307598.53,60806068.24,41752386.01,35774391.35,0
LPE 18:2,65238130.18,85540844.88,67624513.09,72259110.67,72058941.82,87983155.74,76209179.87,79270979.75,83288270.09,92311745.82,95460914.37,76917999.75,114227299.9,108219736.2,114487320.9,107232947.3,102345018.6,74359972.74,52305642.77,56270733.71,54152621.23,79347783.33,68233449.09,78698806.85,42355633.2,56365502.07,45085001.42,79096758.92,32315716.53,59733611.47,1042150.65,5671942.406,9107114.934,6751786.254,6154491.39,26657319.02,0
L-5-Hydroxytryptophan,90820998.18,48827525.17,65802448.43,61974728.48,104837052.9,80722823.01,59540610.18,54521909.39,70614250.41,47493950.65,62163811.74,56558312.37,26147321.57,34920716.05,28443291.84,29477569.86,26046731.6,26581287.25,32198998.13,33592823.91,36682376.67,54509522.55,36938156.46,47091634.36,42702541.11,45239274.16,38260591.85,60568148.09,41805600.81,45444429.58,24288734.2,24228939.31,19672045.11,17748908.93,17057303.84,23665550.84,0
C-pentosyl-apeignin O-feruloylhexoside,60633344.61,62460309.66,67170221.24,57348022.24,70078146.73,54634662.52,26192466.56,24529301.29,22565109.19,26968875.2,27749002.02,25144309.26,32396156.36,31980867.98,33889345.52,33078676.18,27391711.35,30137156.44,47653589.94,39619466.15,105317609.7,48598303.15,47932436.49,47810497.78,24694993.21,22248287.33,23370883.42,25506441.97,24463415.87,24227131.18,46666813.51,40025382.76,38339648.97,42928000.78,46657105.23,49592993.08,1
C-pentosyl-apigenin O-p-coumaroylhexoside,71097438.15,69386451.3,41521224.6,74640540.52,102431528.5,49217838.02,43887815.1,45422779.14,37441892.1,38607047.15,38113908.71,35534698.75,36509581.79,37793257.03,35874699.47,34200208.76,34985757.25,40984207.34,46458876.25,49205365.53,47193532.33,49299433.21,44984519.08,42973706.38,30805413.08,24989442.92,25978573.64,27646872.23,37255666.9,24408293.13,42493351.18,42614675.35,26380234.52,31238002.92,32990904.53,37314843.92,1
Scutellarin,52233460.41,78482435.4,70731271.5,61652650.65,62818979.93,46562632.55,72425316.69,76500287.93,54754022.92,71052517.79,57571728.38,87550876.3,71738817.48,47150784.65,20201206.16,43855588.73,55289106.62,84838982.02,84389083.99,11896338.82,81250590.08,68549388.97,80613460.62,67294856.82,71316261.29,98660925.38,83322955.25,79809499.36,83030582.15,78885014.83,93869517.6,113044258.2,116401158.1,98531083.09,101395886.7,99617321.45,0
Quercetin 3-alpha-L-arabinofuranoside (Avicularin),41452963.34,64010284.57,34935889.17,38786222.79,45841434.84,34055689.11,34418011.31,32808208.05,29824657.39,35673754.59,28149755.63,30998191.84,27413411.16,27551328.48,32075039.81,27045387.75,32351203.64,34940017.59,49520280.94,44600467.79,43548523.94,37253191.41,38737168.16,46281572.53,37093000.59,50771819.08,40826402.2,25610827.71,33124278.9,55562201.91,48117868.95,43494657.72,50389173.22,42765477.37,129945715.1,60522130.9,0
C-hexosyl-chrysoeriol O-feruloylhexoside,35469157.22,40404243.82,31219139.65,30374184.23,32491797.43,37339535.14,30665097.23,35513003.07,30612721.74,30196482.3,32562211.61,33401727.37,77519120.88,51909222.94,66930462.66,59893089.99,55093644.6,59809971.7,35403581.17,26889732.25,22225145.22,25249076.25,28997707.64,26709130.75,23854596.85,24045045.22,27286944.9,23765427.83,24650867.35,22028327.28,41765197.68,38359051.94,38058343.22,31918182.76,40862592.12,45843733.19,0
N6-Succinyl Adenosine,31597634.94,25006492.79,25941315.39,27276014.16,36614310.97,26484207.3,52742441.06,44974599.31,55036838.39,47873715.79,48383119.45,48744375.41,27611847.32,26789242.03,27664979.22,27498117.15,25496491.42,23433021.65,29171815.92,32389617.76,32056760.79,39074916.8,33908455.5,40689026.33,56507596.5,61247482.34,54241681.11,53592973.06,66405460.33,47120243.27,78199711.25,75347287.61,71905445.46,59636653.4,72500462.63,96071100.01,1
Raddeanin A,16035893.09,12862684.14,10052633.49,8385474.243,13984839.72,10139048.9,33013452.59,33357940.79,46097842.98,33016205.61,33499284.84,41269702.04,20615088.79,22356624.37,17047548.35,16018916.37,22417602.92,15933789.32,28292934.51,43831163.45,20469788.38,20426159.96,40631306.67,40420875.93,16427444.51,12289425.14,11872517.63,21461804.71,17690643.06,13705946.57,37454760.19,30667273.77,26591892.93,84029883.71,28213321.13,71793094.05,1
Pectolinarin,22005610.11,26384978.74,24404008.52,23725592.99,22860787.22,22629075.44,46999731.19,38348222.83,29794606.45,33864730.64,35197404.91,33034355.36,40470825.13,38434217.68,46123685.42,6175284.791,42055809.74,39553420.35,43447764.38,43353685.4,42524505.27,48617119.15,33611632.7,36317633.38,25225311.92,26208892.05,28982175.53,25698866.97,55401396.78,25538184.89,40242977.45,47964175,65437362.15,45092766.53,40001973.83,39348655.66,0
C-hexosyl-luteolin O-p-coumaroylhexoside,14862085.99,11583796.56,7782301.261,11542112.69,15804885.12,10132551.79,51008510.55,44462919.82,42400230.31,42054100.49,33023196.01,49450544.55,14771988.58,10558996.15,15414683.55,15509001.84,12412678.05,15842170.7,9246116.711,7552415.174,7966195.224,10767021.03,8632766.321,10299567.83,7648697.64,8831188.322,16273151.65,6608149.211,7972385.662,8064095.431,16193932.34,7709985.168,8308337.051,7572617.154,8588851.323,7415341.948,1
Vaccarin,45187716.22,55446338.89,49285544.5,44119527.49,53678932.82,40237692.2,18978651.84,21174515.85,17106830.73,23644266.89,18778540.44,16264834.33,22504032.21,14029365.58,21186219.2,17263415.73,19698835.28,25866092.56,35605684.28,32887951.63,42494369.02,33672200.76,36809196.94,30645280.91,16272320.06,18135004.03,17571721.53,19998458.75,16915867.88,17044044.1,33892356.16,30556624.3,62138735.04,28972451.95,27524559.27,29649347.36,1
Gallic acid,34592740.34,27157862.13,32581044.29,22658792.57,35476930.01,28973952.8,36740066.32,33494940.97,38118247.57,35302973.2,35650808.33,40180642.36,28180271.67,28774858.28,26732447.37,26445184.17,29004565.47,32335055.69,24479648.26,28760668.51,36795881.07,28870386.33,29162499.56,29255148.61,14153506.03,27176471.67,22692647.25,20916858.81,21248993.21,24109099.39,15643788.45,16457798.77,15319232.99,16385009.01,18977486.06,19654279.41,0
Octanedioic acid,15674465.14,17772749.27,28644227.42,46806225.34,28394003.36,22208243.85,19580365.13,16103803.29,15941963.55,15342744.11,11195800.69,15673626.91,14548090.4,18710544.98,19537959.09,15409641.49,13103761.3,16729734.38,34194426.75,15668779.36,38523220.04,20403063.96,16152838.59,14549071.3,14470469.55,16953389.46,17401751.12,16350731.89,23874004.93,17464572.43,24368475.21,16479537.72,16377154.27,15048549.09,15862437.37,17342430.93,1
"3,4,5-Trimethoxycinnamic acid",5119931.801,5435798.265,4606116.741,5094038.712,5371089.19,4451196.699,4907701.571,4814691.229,7935291.027,4592560.135,4267048.226,38532551.02,4625666.381,24060696.48,4422226.441,26906356.83,3968724.029,25952147.21,4733015.507,4991690.713,4830281.356,4608749.96,4653017.396,4960773.645,4492600.048,4435791.552,4139454.958,34721686.85,4662257.013,4013299.184,5608773.551,5884761.891,5765451.596,37230868.69,57784674.58,49959157.63,0
Wikstromol,28463337.11,25483892.64,29839424.14,45630026.71,41749318.95,29306921.27,21057119.66,27175403.46,23425271.38,21653627.93,25244955.48,23405709.21,17538011.51,10161981.22,11477416.56,18209717.99,18428080.57,17280857.69,22581723.95,23143481.37,28390296.67,26565232.74,24806376.67,30172251.52,21001149.63,17925954.99,20161531.49,19095633.45,26405898.69,16330021.58,18828675.3,21392476.73,33311016.32,18783256.76,13991194.63,17587063,0
Eriodictyol O-malonylhexoside,24046159.75,16843807.78,19532656.39,18397638.51,24271358.05,14611544.5,22454490.57,11361674.1,11276459.63,13081264.93,16088203.54,16441628.32,4861118.066,4996500.87,4939582.22,4525348.124,4189013.056,3330162.478,26849699.05,25842696.57,29793590.01,30280887.29,28773356.83,32492300.96,12038303.09,9469589.023,12585542.56,11399313.1,12363454.68,11560981.11,16828541.65,10657644.99,12130898.94,11753498.12,10673043.01,15681479.67,0
